Español,Palabra,ID Audio,Inicio (sg),Fin (sg),Lengua,Transcriptorx,Herramienta,Tanda,Repositorio,Código,Cita Audio,Cita Bibliográfica,Consultante,Original_audiopath,Recorte_path
yo,xak͡lo̰sʃi na tawaʃaj,2010_08_31_FR_AG_233,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_17FRphonology-renamed/2010_08_17_FR_AG_233.wav,../pict-glotales/assets/audio/20100831FR233_yo_carpi_el_campo.wav
yo,xajinxakat,2010_08_31_FR_AG_235,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_17FRphonology-renamed/2010_08_17_FR_AG_235.wav,../pict-glotales/assets/audio/20100831FR235_yo_ronco.wav
yo,xajifkok͡losxan,2010_08_31_FR_AG_238,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_17FRphonology-renamed/2010_08_17_FR_AG_238.wav,../pict-glotales/assets/audio/20100831FR238_yo_barro.wav
yo,,2010_08_31_FR_AG_245,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_17FRphonology-renamed/2010_08_17_FR_AG_245.wav,../pict-glotales/assets/audio/20100831FR245_yo_lavo_los_platos.wav
yo,qʼawankak͡leʃxajan,2010_08_31_FR_AG_252,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_17FRphonology-renamed/2010_08_17_FR_AG_252.wav,../pict-glotales/assets/audio/20100831FR252_yo_te_hago_lavar_la_ropa.wav
yo,xafḭʧ,2010_08_31_FR_AG_260,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_17FRphonology-renamed/2010_08_17_FR_AG_260.wav,../pict-glotales/assets/audio/20100831FR260_yo_escondi_los_zapatos.wav
yo,piʔí,2010_08_31_FR_AG_271,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_17FRphonology-renamed/2010_08_17_FR_AG_271.wav,../pict-glotales/assets/audio/20100831FR271_tranquila_yo_estoy_tranquila.wav
yo,xascítaxkʼojaʔan,2010_08_31_FR_AG_283,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_17FRphonology-renamed/2010_08_17_FR_AG_283.wav,../pict-glotales/assets/audio/20100831FR283_yo_te_esperaba.wav
yo,xa(j)kawxijan xawa kek͡lejʧʼe,2010_08_31_FR_AG_285,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_17FRphonology-renamed/2010_08_17_FR_AG_285.wav,../pict-glotales/assets/audio/20100831FR285_yo_planto.wav
yo,k/xasaʃimin ka ɬumʔaʃi,2010_08_31_FR_AG_294,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_17FRphonology-renamed/2010_08_17_FR_AG_294.wav,../pict-glotales/assets/audio/20100831FR294_yo_tengo_tos_esta_manana.wav
yo,ɬʧik͡laʔ,2010_08_31_FR_AG_306,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_17FRphonology-renamed/2010_08_17_FR_AG_306.wav,../pict-glotales/assets/audio/20100831FR306_hermano_mayor.wav
yo,xapʼoʔéj na ɬaʃi,2010_08_31_FR_AG_319,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_17FRphonology-renamed/2010_08_17_FR_AG_319.wav,../pict-glotales/assets/audio/20100831FR319_yo_cierro_la_puerta.wav
yo,xa ja̰ɬ,2010_08_31_FR_AG_333,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_31FR/2010_08_31_FR_AG_333.wav,../pict-glotales/assets/audio/20100831FR333_yo_rezo.wav
yo,ʦitaofak͡leʃ xa coro,2010_07_01_FR_AG_025,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_21FR/2010_08_21_FR_AG_025.wav,../pict-glotales/assets/audio/20100701FR025_yo_conozco_al_coro?_chinfakejam_titishxanche_xaju_pa_coro.wav
yo,xaniʔis,2010_07_04_FR_AG_039,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_21FR/2010_08_21_FR_AG_039.wav,../pict-glotales/assets/audio/20100704FR039_yo_me_marco.wav
yo,xapi (papi) qafokiɬaj jiʧa̰x ɬam ɬpa ʧita,2010_07_05_FR_AG_028,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_21FR/2010_08_21_FR_AG_028.wav,../pict-glotales/assets/audio/20100705FR028_los_gendarmes_llevaron_a_mi_hermana_mayor.wav
yo,xatux ɬka tʼun,2010_07_05_FR_AG_032/33,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,,../pict-glotales/assets/audio/20100705FR032/33_yo_como_una_galleta_(ahora).wav
yo,xatux ɬka galleta /tʼun,2010_07_05_FR_AG_034,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_21FR/2010_08_21_FR_AG_034.wav,../pict-glotales/assets/audio/20100705FR034_yo_comi_una_galleta.wav
yo,xatux kawa tʼunʃane,2010_07_05_FR_AG_035,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_21FR/2010_08_21_FR_AG_035.wav,../pict-glotales/assets/audio/20100705FR035_yo_como_varias_galletas..wav
yo,xan faq,2010_08_16_FR_AG_003,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_21FR/2010_08_21_FR_AG_003.wav,../pict-glotales/assets/audio/20100816FR003_yo_cuento.wav
yo,ka̰x temna ɬa aʧita,2010_08_16_FR_AG_071,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_21FR/2010_08_21_FR_AG_071.wav,../pict-glotales/assets/audio/20100816FR071_habia_sido_que_tu_tienes_tu_hermana_mayor_(_y_esta_presente).wav
yo,ɬoxojiʃ ak͡lox ɬan ak͡lox pawa saxeʧ,2010_08_16_FR_AG_047,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_21FR/2010_08_21_FR_AG_047.wav,../pict-glotales/assets/audio/20100816FR047_me_contaron_que_hay_muchos_pescados_en_el_Rio_Pilcomayo.wav
yo,niɬakomʔa̰,2010_08_16_FR_AG_075,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_21FR/2010_08_21_FR_AG_075.wav,../pict-glotales/assets/audio/20100816FR075_la_mayoria.wav
yo,,2010_08_14_AC_AG_066,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Andres Crespo,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_16AC/2010_08_14_AC_AG_066.wav,../pict-glotales/assets/audio/20100814AC066_hermana_mayor.wav
yo,xaβkuʔ,2010_08_14_AC_AG_081,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Andres Crespo,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_16AC/2010_08_14_AC_AG_081.wav,../pict-glotales/assets/audio/20100814AC081_yo_me_hamaco.wav
yo,xu,2010_08_14_CS_AG_013,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Celestina Sacarías,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_14Cel/2010_08_14_CS_AG_013.wav,../pict-glotales/assets/audio/20100814CS013_yo_arrojo.wav
yo,,2010_08_14_CS_AG_058,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Celestina Sacarías,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_14Cel/2010_08_14_CS_AG_058.wav,../pict-glotales/assets/audio/20100814CS058_tengo_una_hermana_mayor.wav
yo,xen na tata,2010_08_14_CS_AG_060,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Celestina Sacarías,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_14Cel/2010_08_14_CS_AG_060.wav,../pict-glotales/assets/audio/20100814CS060_yo_amo_a_mi_papa.wav
yo,,2010_08_14_SR_AG_018,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Sara Rojas,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_07_05SR/2010_07_05_SR_AG_018.wav,../pict-glotales/assets/audio/20100814SR018_hay_muchos_yuyos_en_el_monte.wav
yo,xapek xaju,2010_08_14_SR_AG_032,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Sara Rojas,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_07_05SR/2010_07_05_SR_AG_032.wav,../pict-glotales/assets/audio/20100814SR032_yo_me_voy.wav
yo,ʃtatoneʧi,2010_08_14_SR_AG_035,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Sara Rojas,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_07_05SR/2010_07_05_SR_AG_035.wav,../pict-glotales/assets/audio/20100814SR035_yo_me_voy_contigo.wav
yo,xatpikʔaj,2010_08_14_SR_AG_036,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Sara Rojas,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_07_05SR/2010_07_05_SR_AG_036.wav,../pict-glotales/assets/audio/20100814SR036_cuando_yo_quiero_regresar_contigo.wav
yo,xuj akfi najixpojiʧ /xokfi …,2010_08_14_SR_AG_051,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Sara Rojas,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_07_05SR/2010_07_05_SR_AG_051.wav,../pict-glotales/assets/audio/20100814SR051_yo_entro_a_mi_casa.wav
yo,noke xuɬ nṵ,2010_08_14_SR_AG_061,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Sara Rojas,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_07_02/2010_07_02_SR_AG_061.wav,../pict-glotales/assets/audio/20100814SR061_ahi_esta_llegando_el_perro_por_que_yo_se_porque_estooy_viendo_q_esta_viniendo_par_aeste_lado.wav
yo,jiʦoma̰t,2010_08_14_SR_AG_087,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Sara Rojas,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_13SR/2010_08_13_SR_AG_087.wav,../pict-glotales/assets/audio/20100814SR087_yo_sueno.wav
yo,,2010_08_14_FAR_AG_077,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Faustino Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_16FaR/2010_08_14_FAR_AG_077.wav,../pict-glotales/assets/audio/20100814FAR077_tengo_una_hermana_mayor.wav
yo,,2010_08_16_SR_AG_008,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Sara Rojas,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_07_05SR/2010_07_05_SR_AG_008.wav,../pict-glotales/assets/audio/20100816SR008_yo_enciendo_el_fuego.wav
yo,,2010_08_16_SR_AG_035,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Sara Rojas,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_07_05SR/2010_07_05_SR_AG_035.wav,../pict-glotales/assets/audio/20100816SR035_yo_le_embrujo_a_él.wav
yo,,2010_08_16_SR_AG_060,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Sara Rojas,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_07_02/2010_07_02_SR_AG_060.wav,../pict-glotales/assets/audio/20100816SR060_hace_muchas_noches_que_yo_no_duermo_bien.wav
yo,,2010_08_16_SR_AG_064,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Sara Rojas,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_07_02/2010_07_02_SR_AG_064.wav,../pict-glotales/assets/audio/20100816SR064_yo_lavo_la_olla.wav
yo,,2010_08_16_SR_AG_065,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Sara Rojas,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_07_02/2010_07_02_SR_AG_065.wav,../pict-glotales/assets/audio/20100816SR065_Anteriormente_cuando_yo_vivía_en_Fischat.wav
yo,,2010_08_17_MV_AG_063,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Mauricio Valdez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_17MV/2010_08_17_MV_AG_063.wav,../pict-glotales/assets/audio/20100817MV063_hermana_mayor.wav
yo,,2010_08_17_MV_AG_066,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Mauricio Valdez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_17MV/2010_08_17_MV_AG_066.wav,../pict-glotales/assets/audio/20100817MV066_tengo_una_hermana_mayor.wav
yo,xajkut,2010_08_17_FR_AG_003,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_21FR/2010_08_21_FR_AG_003.wav,../pict-glotales/assets/audio/20100817FR003_yo_robo.wav
yo,ka ofo toxkiʃam tiniko̰ʧane,2010_07_20_SR_AG_035,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Sara Rojas,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_07_05SR/2010_07_05_SR_AG_035.wav,../pict-glotales/assets/audio/20100720SR035_la_paloma_volaba_muy_alto_pero_de_repente_se_cayo.wav
yo,xawanʧe ka niwak͡le,2010_07_20_SR_AG_036,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Sara Rojas,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_07_05SR/2010_07_05_SR_AG_036.wav,../pict-glotales/assets/audio/20100720SR036_you_vi_un_hombre.wav
